Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks	Mismatch_Count_In_Corrected_Blocks	All_Mismatch_Count
node_2740	node_2741	234	234	 234	 0	 0	 234
node_2728	01_AE.TH.2013.Pt6_PreART_32.ON902194	1270	473	 473	 798	 1	 1270
node_2746	01_AE.TH.2012.D_PreART_02.ON863162	419	419	 419	 0	 0	 419
node_2739	01_AE.TH.2012.D_PreART_06.ON863166	487	179	 179	 310	 2	 487
node_2748	01_AE.TH.2018.D_OnART_22.ON863148	1199	462	 462	 745	 8	 1199
node_2747	node_2749	17	17	 17	 0	 0	 17
node_2752	node_2753	1030	624	 730	 310	 10	 1030
node_2742	node_2751	646	288	 339	 310	 3	 646
node_2749	01_AE.TH.2018.D_OnART_07.ON863136	476	462	 476	 0	 0	 476
node_2751	node_2752	0	0	 0	 0	 0	 0
node_2753	01_AE.TH.2018.D_OnART_10.ON863138	1663	426	 426	 1238	 1	 1663
node_2750	01_AE.TH.2018.D_OnART_27.ON863151	275	275	 275	 0	 0	 275
node_2752	node_2754	0	0	 0	 0	 0	 0
node_2750	01_AE.TH.2018.D_OnART_42.ON863157	1384	333	 340	 1052	 8	 1384
node_2753	01_AE.TH.2018.D_OnART_03.ON863134	1548	474	 474	 1074	 0	 1548
node_2749	node_2750	175	175	 175	 0	 0	 175
node_2754	node_2755	506	72	 72	 434	 0	 506
node_2754	01_AE.TH.2010.2549844P000FL_Sg.MK272692	1353	363	 363	 990	 0	 1353
node_2755	01_AE.TH.2010.2549844P000FL_Sj.MK272695	1039	298	 298	 746	 5	 1039
node_2756	node_2758	565	192	 189	 376	 0	 565
node_2756	node_2757	109	109	 109	 0	 0	 109
node_2759	01_AE.TH.2010.2549844P000FL_Sa.MK272687	135	135	 135	 0	 0	 135
node_2760	node_2761	40	40	 40	 0	 0	 40
node_2758	01_AE.TH.2010.2549844P000FL_Se.MK272690	205	205	 205	 0	 0	 205
node_2755	01_AE.TH.2010.2549844P000FL_Sd.MK272689	750	384	 384	 366	 0	 750
node_2757	01_AE.TH.2010.2549844P000FL_Sc.MG989569	2104	361	 361	 1744	 1	 2104
node_2751	node_2756	272	0	 0	 272	 0	 272
node_2758	node_2759	406	109	 106	 333	 33	 406
node_2757	01_AE.TH.2010.2549844P000FL_Sf.MK272691	1599	471	 471	 1128	 0	 1599
node_2741	node_2760	101	104	 101	 0	 0	 101
node_2759	01_AE.TH.2010.2549844P000FL_Sb.MK272688	2055	136	 136	 1920	 1	 2055
node_2763	01_AE.TH.2010.2549844P000FL_Si.MK272694	1117	135	 135	 982	 0	 1117
node_2762	node_2763	829	715	 829	 0	 0	 829
node_2761	node_2762	489	157	 157	 332	 0	 489
node_2763	01_AE.TH.2010.2549844P000FL_Sh.MK272693	2306	137	 137	 2170	 1	 2306
node_2762	node_2764	132	132	 132	 0	 0	 132
node_2764	node_2765	1	1	 1	 0	 0	 1
node_2765	01_AE.TH.2011.40195v1a_08.MW443212	1819	4	 4	 1818	 3	 1819
node_2764	01_AE.TH.2011.40195v1a_09.MW443213	776	6	 6	 770	 0	 776
node_2761	node_2766	613	341	 341	 272	 0	 613
node_2767	01_AE.TH.2011.40195v1a_02.MW443207	631	631	 631	 0	 0	 631
node_2765	01_AE.TH.2011.40195v1a_01.MW443206	800	4	 4	 796	 0	 800
node_2766	node_2768	183	183	 183	 0	 0	 183
node_2768	01_AE.TH.2011.40195v1a_10.MW443214	1788	448	 448	 1340	 0	 1788
node_2767	01_AE.TH.2011.40195v1a_11.MW443215	632	632	 632	 0	 0	 632
node_2766	node_2767	2	2	 2	 0	 0	 2
node_2770	node_2771	3	3	 3	 0	 0	 3
node_2769	01_AE.TH.2011.40195v1a_04.MW443209	832	456	 456	 376	 0	 832
node_2769	01_AE.TH.2011.40195v1a_05.MW443210	816	450	 450	 366	 0	 816
node_2776	01_AE.TH.2011.40503v01_02.MW443216	829	241	 241	 588	 0	 829
node_2774	01_AE.TH.2011.40503v01_07.MW443219	1607	293	 293	 1314	 0	 1607
node_2771	node_2773	35	35	 35	 0	 0	 35
node_2771	node_2772	425	49	 49	 378	 2	 425
node_2778	01_AE.TH.2011.40503v01_10.MW443221	804	218	 218	 586	 0	 804
node_2775	node_2776	0	0	 0	 0	 0	 0
node_2768	node_2769	0	0	 0	 0	 0	 0
node_2770	node_2775	928	352	 352	 578	 2	 928
node_2760	node_2770	8	8	 8	 0	 0	 8
node_2773	node_2774	316	0	 0	 316	 0	 316
node_2776	01_AE.TH.2011.40503v01_14.MW443224	586	244	 244	 342	 0	 586
node_2777	node_2778	473	105	 105	 368	 0	 473
node_2773	01_AE.TH.2011.40503v01_08.MW443220	1448	288	 288	 1160	 0	 1448
node_2774	01_AE.TH.2011.40503v01_15.MW443225	942	290	 290	 652	 0	 942
node_2772	01_AE.TH.2011.40195v1a_07.MW443211	1018	292	 292	 726	 0	 1018
node_2740	node_2779	325	319	 325	 0	 0	 325
node_2778	01_AE.TH.2011.40503v01_12.MW443222	1232	215	 215	 1018	 1	 1232
node_2772	01_AE.TH.2011.40195v1a_03.MW443208	567	295	 295	 272	 0	 567
node_2777	01_AE.TH.2011.40503v01_13.MW443223	1038	108	 108	 930	 0	 1038
node_2775	node_2777	554	132	 132	 422	 0	 554
node_2784	01_AE.TH.2011.40577v01_14.MN792559	762	395	 395	 368	 1	 762
node_2786	01_AE.TH.2011.40577v01_06.MN792554	1032	446	 446	 586	 0	 1032
node_2781	node_2785	831	105	 105	 726	 0	 831
node_2782	node_2784	222	3	 3	 220	 1	 222
node_2785	node_2786	0	0	 0	 0	 0	 0
node_2779	node_2780	1	1	 1	 0	 0	 1
node_2780	node_2781	0	0	 0	 0	 0	 0
node_2782	node_2783	382	361	 382	 0	 0	 382
node_2783	01_AE.TH.2011.40503v01_03.MW443217	1906	401	 401	 1506	 1	 1906
node_2786	01_AE.TH.2011.40577v01_12.MN792558	448	448	 448	 0	 0	 448
node_2781	node_2782	157	157	 157	 0	 0	 157
node_2785	node_2787	0	0	 0	 0	 0	 0
node_2784	01_AE.TH.2011.40577v09_06.MN792564	1437	398	 398	 1040	 1	 1437
node_2788	01_AE.TH.2011.40577v09_11.MN792569	876	290	 290	 586	 0	 876
node_2783	01_AE.TH.2011.40503v01_04.MW443218	979	395	 395	 584	 0	 979
node_2789	node_2790	0	0	 0	 0	 0	 0
node_2787	01_AE.TH.2011.40577v09_04.MN792562	444	444	 444	 0	 0	 444
node_2787	node_2788	158	158	 158	 0	 0	 158
node_2792	node_2793	157	157	 157	 0	 0	 157
node_2780	node_2789	0	0	 0	 0	 0	 0
node_2791	01_AE.TH.2011.40577v01_04.MN792552	447	447	 447	 0	 0	 447
node_2795	01_AE.TH.2011.40577v01_02.MN792551	1257	399	 399	 858	 0	 1257
node_2796	node_2797	832	214	 438	 394	 0	 832
node_2796	01_AE.TH.2011.40577v01_05.MN792553	560	288	 288	 272	 0	 560
node_2794	node_2795	0	0	 0	 0	 0	 0
node_2793	01_AE.TH.2011.40577v09_10.MN792568	133	133	 133	 0	 0	 133
node_2797	01_AE.TH.2011.40577v01_10.MN792557	351	131	 131	 220	 0	 351
node_2789	node_2794	158	158	 158	 0	 0	 158
node_2790	node_2792	989	263	 263	 726	 0	 989
node_2790	node_2791	377	105	 105	 272	 0	 377
node_2788	01_AE.TH.2011.40577v09_07.MN792565	1499	291	 291	 1208	 0	 1499
node_2794	node_2796	105	105	 105	 0	 0	 105
node_2792	01_AE.TH.2011.40577v09_03.MN792561	631	289	 289	 342	 0	 631
node_2791	01_AE.TH.2011.40577v09_05.MN792563	816	450	 450	 366	 0	 816
node_2795	01_AE.TH.2011.40577v09_02.MN792560	1780	396	 396	 1384	 0	 1780
node_2793	01_AE.TH.2011.40577v09_08.MN792566	2126	142	 142	 1986	 2	 2126
node_2797	01_AE.TH.2011.40577v01_01.MN792550	657	131	 131	 526	 0	 657
node_2799	node_2800	3	3	 3	 0	 0	 3
node_2779	node_2798	0	0	 0	 0	 0	 0
node_2798	node_2799	473	107	 107	 366	 0	 473
node_2800	node_2801	159	159	 159	 0	 0	 159
node_2801	01_AE.TH.2011.40577v01_08.MN792556	956	319	 319	 638	 1	 956
node_2802	01_AE.TH.2011.40577v14_11.MN792577	876	299	 299	 578	 1	 876
node_2800	node_2802	158	158	 158	 0	 0	 158
node_2801	01_AE.TH.2011.40577v14_08.MN792575	1452	297	 297	 1156	 1	 1452
node_2802	node_2803	561	289	 289	 272	 0	 561
node_2803	01_AE.TH.2011.40577v14_12.MN792578	698	17	 17	 682	 1	 698
node_2799	node_2804	0	0	 0	 0	 0	 0
node_2803	01_AE.TH.2011.40577v14_01.MN792570	235	15	 15	 220	 0	 235
node_2804	node_2805	272	0	 0	 272	 0	 272
node_2805	01_AE.TH.2011.40577v14_05.MN792572	841	475	 475	 366	 0	 841
node_2807	01_AE.TH.2011.40577v14_02.MN792571	1352	258	 258	 1094	 0	 1352
node_2807	01_AE.TH.2011.40577v14_07.MN792574	786	255	 255	 532	 1	 786
node_2806	01_AE.TH.2011.40577v14_10.MN792576	308	308	 308	 0	 0	 308
node_2808	node_2809	105	105	 105	 0	 0	 105
node_2798	node_2808	690	450	 476	 220	 6	 690
node_2804	node_2806	882	156	 156	 726	 0	 882
node_2809	node_2810	173	173	 173	 0	 0	 173
node_2806	node_2807	265	265	 265	 0	 0	 265
node_2805	01_AE.TH.2011.40577v14_14.MN792579	465	465	 465	 0	 0	 465
node_2810	01_AE.TH.2011.40577v14_06.MN792573	1056	752	 797	 272	 13	 1056
node_2810	01_AE.TH.2014.2547279P000FL_Sd.MK272405	1598	311	 311	 1302	 15	 1598
node_2811	node_2812	368	1	 2	 366	 0	 368
node_2811	01_AE.TH.2014.2547279P000FL_Sf.MK272407	563	291	 291	 272	 0	 563
node_2809	node_2811	158	158	 158	 0	 0	 158
node_2812	01_AE.TH.2014.2547279P000FL_Sn.MK272413	1250	294	 295	 957	 2	 1250
node_2813	node_2814	220	0	 0	 220	 0	 220
node_2814	01_AE.TH.2014.2547279P000FL_Sl.MK272411	1288	242	 242	 1046	 0	 1288
node_2814	01_AE.TH.2014.2547279P000FL_Sj.MK272410	1309	241	 241	 1068	 0	 1309
node_2808	node_2813	314	314	 314	 0	 0	 314
node_2812	01_AE.TH.2014.2547279P000FL_Sk.MG989538	668	299	 300	 368	 0	 668
node_2815	node_2816	2	2	 2	 0	 0	 2
node_2813	node_2815	105	105	 105	 0	 0	 105
node_2815	01_AE.TH.2014.2547279P000FL_Si.MK272409	1217	149	 149	 1068	 0	 1217
node_2816	01_AE.TH.2014.2547279P000FL_Sb.MK272404	715	137	 137	 578	 0	 715
node_2826	node_2827	175	175	 175	 0	 0	 175
node_2822	node_2826	4	4	 4	 0	 0	 4
node_2826	node_2828	170	170	 170	 0	 0	 170
node_2827	01_AE.TH.2007.AA089a05.JX447721	1341	250	 250	 1092	 1	 1341
node_2505	node_2817	184	185	 184	 0	 0	 184
node_2822	node_2823	1	1	 1	 0	 0	 1
node_2829	01_AE.TH.2014.6587P00b.MT121767	549	237	 237	 312	 0	 549
node_2820	node_2821	110	109	 110	 0	 0	 110
node_2821	node_2822	354	333	 354	 0	 0	 354
node_2828	node_2829	1051	727	 788	 272	 9	 1051
node_2818	node_2819	211	210	 211	 0	 0	 211
node_2825	01_AE.TH.2007.AA089a01.JX447725	1046	410	 410	 638	 2	 1046
node_2819	node_2820	96	96	 96	 0	 0	 96
node_2821	node_2830	443	447	 443	 0	 0	 443
node_2829	01_AE.TH.2014.6587P00g.MT121772	1788	346	 346	 1444	 2	 1788
node_2816	01_AE.TH.2014.2547279P000FL_Sm.MK272412	1263	145	 145	 1120	 2	 1263
node_2830	node_2831	0	0	 0	 0	 0	 0
node_2825	01_AE.TH.2007.AA089a04.JX447722	824	402	 402	 422	 0	 824
node_2824	01_AE.TH.2014.2547279P000FL_Se.MK272406	459	239	 239	 220	 0	 459
node_2817	node_2818	61	50	 61	 0	 0	 61
node_2824	01_AE.TH.2014.2547279P000FL_Sh.MK272408	1755	241	 241	 1514	 0	 1755
node_2828	01_AE.TH.2007.AA089a02.JX447724	1397	285	 285	 1144	 32	 1397
node_2827	01_AE.TH.2007.AA089a03.JX447723	835	243	 243	 592	 0	 835
node_2823	node_2824	941	824	 941	 0	 0	 941
node_2823	node_2825	22	22	 22	 0	 0	 22
node_2830	node_2835	0	0	 0	 0	 0	 0
node_2831	node_2833	0	0	 0	 0	 0	 0
node_2835	node_2836	0	0	 0	 0	 0	 0
node_2831	node_2832	220	0	 0	 220	 0	 220
node_2832	01_AE.TH.2014.6587P00i.MT121773	1532	500	 500	 1032	 0	 1532
node_2832	01_AE.TH.2014.6587P00j.MT121774	1460	500	 500	 960	 0	 1460
node_2834	01_AE.TH.2014.6587P00c.MT121768	1037	393	 393	 644	 0	 1037
node_2833	node_2834	487	111	 111	 376	 0	 487
node_2833	01_AE.TH.2014.6587P00e.MT121770	1150	425	 425	 726	 1	 1150
node_2837	01_AE.TH.2014.6587P00f.MT121771	1521	501	 501	 1020	 0	 1521
node_2840	node_2841	473	105	 105	 368	 0	 473
node_2841	node_2842	0	0	 0	 0	 0	 0
node_2847	node_2848	257	35	 37	 220	 0	 257
node_2837	node_2838	592	0	 0	 592	 0	 592
node_2834	01_AE.TH.2014.2546587P000FL_Sc.MG989529	1205	393	 393	 812	 0	 1205
node_2841	node_2843	2	2	 2	 0	 0	 2
node_2835	node_2837	0	0	 0	 0	 0	 0
node_2846	01_AE.TH.2013.3799P00g.MT121447	783	291	 291	 492	 0	 783
node_2836	01_AE.TH.2014.6587P00a.MT121766	666	394	 394	 272	 0	 666
node_2844	01_AE.TH.2013.3799P00h.MT121448	294	294	 294	 0	 0	 294
node_2839	node_2840	307	302	 307	 0	 0	 307
node_2838	01_AE.TH.2013.3799P00b.MT121442	1857	1272	 1316	 552	 11	 1857
node_2840	node_2845	809	105	 105	 704	 0	 809
node_2842	01_AE.TH.2013.3799P00d.MT121444	1278	291	 291	 988	 1	 1278
node_2843	01_AE.TH.2013.3799P00a.MT121441	882	290	 290	 592	 0	 882
node_2842	01_AE.TH.2013.3799P00j.MT121450	291	291	 291	 0	 0	 291
node_2844	01_AE.TH.2013.2543799P000FL_Sa.MG989501	1138	290	 290	 850	 2	 1138
node_2845	node_2846	592	0	 0	 592	 0	 592
node_2838	01_AE.TH.2014.6587P00d.MT121769	395	395	 395	 0	 0	 395
node_2843	node_2844	0	0	 0	 0	 0	 0
node_2848	01_AE.TH.2010.2546609P000FL_Si.MK272394	1650	790	 849	 814	 13	 1650
node_2820	node_2839	185	179	 185	 0	 0	 185
node_2845	node_2847	0	0	 0	 0	 0	 0
node_2836	01_AE.TH.2014.6587P00k.MT121775	1089	501	 501	 588	 0	 1089
node_2846	01_AE.TH.2013.3799P00i.MT121449	1204	290	 290	 914	 0	 1204
node_2847	01_AE.TH.2013.3799P00e.MT121445	689	295	 295	 394	 0	 689
node_2839	node_2849	659	379	 390	 272	 3	 659
node_2848	01_AE.TH.2013.3799P00f.MT121446	1256	325	 327	 964	 35	 1256
node_2849	node_2850	77	3	 77	 0	 0	 77
node_2850	node_2851	0	0	 0	 0	 0	 0
node_2852	node_2853	0	0	 0	 0	 0	 0
node_2850	node_2852	0	0	 0	 0	 0	 0
node_2852	01_AE.TH.2010.2546609P000FL_Sc.MK272681	1454	394	 394	 1060	 0	 1454
node_2851	01_AE.TH.2010.2546609P000FL_Sd.MK272682	1201	397	 397	 804	 0	 1201
node_2853	01_AE.TH.2010.2546609P000FL_Sg.MK272684	396	396	 396	 0	 0	 396
node_2851	01_AE.TH.2010.2546609P000FL_Sb.MK272680	398	398	 398	 0	 0	 398
node_2853	01_AE.TH.2010.2546609P000FL_Sk.MK272686	691	471	 471	 220	 0	 691
node_2849	node_2854	108	108	 108	 0	 0	 108
node_2855	01_AE.TH.2010.2546609P000FL_Sa.MG989530	292	292	 292	 0	 0	 292
node_2854	node_2855	1	1	 1	 0	 0	 1
node_2856	node_2857	110	110	 110	 0	 0	 110
node_2857	01_AE.TH.2010.2546609P000FL_Sf.MK272393	301	300	 301	 0	 0	 301
node_2819	node_2858	476	454	 476	 0	 0	 476
node_2854	node_2856	0	0	 0	 0	 0	 0
node_2856	01_AE.TH.2010.2546609P000FL_Sh.MK272685	293	293	 293	 0	 0	 293
node_2855	01_AE.TH.2010.2546609P000FL_Se.MK272683	2122	293	 293	 1830	 1	 2122
node_2857	01_AE.TH.2007.AA072a03.JX447503	2242	1030	 1088	 1183	 29	 2242
node_2858	node_2859	0	0	 0	 0	 0	 0
node_2860	node_2861	21	21	 21	 0	 0	 21
node_2859	node_2860	735	703	 735	 0	 0	 735
node_2862	01_AE.TH.2007.AA072a11.JX447501	779	507	 507	 272	 0	 779
node_2861	node_2862	3	3	 3	 0	 0	 3
node_2862	01_AE.TH.2007.AA072a08.JX447500	1637	496	 496	 1144	 3	 1637
node_2863	01_AE.TH.2007.AA072a01.JX447506	1382	489	 489	 894	 1	 1382
node_2865	01_AE.TH.2007.AA072a06.JX447508	762	491	 491	 272	 1	 762
node_2860	node_2864	27	27	 27	 0	 0	 27
node_2861	node_2863	1	1	 1	 0	 0	 1
node_2863	01_AE.TH.2007.AA072a10.JX447502	767	495	 495	 272	 0	 767
node_2864	node_2866	390	180	 180	 210	 0	 390
node_2864	node_2865	11	11	 11	 0	 0	 11
node_2865	01_AE.TH.2007.AA072a05.JX447504	1209	485	 485	 726	 2	 1209
node_2867	01_AE.TH.2007.AA072a09.JX447499	554	187	 187	 368	 1	 554
node_2866	01_AE.TH.2007.AA072a07.JX447507	762	345	 345	 422	 5	 762
node_2867	01_AE.TH.2007.AA072a02.JX447505	1057	195	 195	 864	 2	 1057
node_2866	node_2867	194	194	 194	 0	 0	 194
node_2859	node_2868	213	213	 213	 0	 0	 213
node_2870	01_AE.ID.2016.MN34_Manado_2016.OQ357247	1560	847	 868	 700	 8	 1560
node_2868	node_2869	332	0	 0	 332	 0	 332
node_2873	node_2874	0	0	 0	 0	 0	 0
node_2868	node_2873	0	0	 0	 0	 0	 0
node_2869	node_2870	1177	1125	 1177	 0	 0	 1177
node_2869	node_2871	816	0	 0	 816	 0	 816
node_2873	node_2875	366	0	 0	 366	 0	 366
node_2872	01_AE.TH.2011.40436v09_08.KY580699	400	400	 400	 0	 0	 400
node_2870	01_AE.ID.2013.PJ68_Surabaya_2013.OQ357239	1325	936	 982	 366	 23	 1325
node_2871	node_2872	325	105	 105	 220	 0	 325
node_2874	01_AE.TH.2011.40436v02_09.KY580692	1578	398	 398	 1180	 0	 1578
node_2871	01_AE.TH.2011.40436v02_02.KY580685	399	399	 399	 0	 0	 399
node_2875	node_2876	428	156	 156	 272	 0	 428
node_2874	01_AE.TH.2011.40436v09_02.KY580695	1204	505	 505	 700	 1	 1204
node_2876	01_AE.TH.2011.40436v09_12.MN792467	652	310	 310	 342	 0	 652
node_2858	node_2877	272	0	 0	 272	 0	 272
node_2876	01_AE.TH.2011.40436v02_06.KY580689	249	249	 249	 0	 0	 249
node_2875	01_AE.TH.2011.40436v02_03.KY580686	1542	398	 398	 1144	 0	 1542
node_2884	01_AE.TH.2011.40436v02_04.KY580687	657	291	 291	 366	 0	 657
node_2878	node_2879	105	105	 105	 0	 0	 105
node_2877	node_2878	213	213	 213	 0	 0	 213
node_2880	01_AE.TH.2011.40436v09_11.MN792466	2300	361	 361	 1940	 1	 2300
node_2880	01_AE.TH.2011.40436v02_05.KY580688	502	292	 292	 210	 0	 502
node_2878	node_2883	0	0	 0	 0	 0	 0
node_2872	01_AE.TH.2011.40436v02_07.KY580690	2078	292	 292	 1786	 0	 2078
node_2883	node_2884	106	106	 106	 0	 0	 106
node_2879	node_2880	1	1	 1	 0	 0	 1
node_2818	node_2896	52	53	 52	 0	 0	 52
node_2882	01_AE.TH.2011.40436v02_10.KY580693	866	290	 290	 576	 0	 866
node_2881	node_2882	0	0	 0	 0	 0	 0
node_2881	01_AE.TH.2011.40436v09_14.MN792469	1100	406	 406	 694	 0	 1100
node_2883	node_2885	71	71	 71	 0	 0	 71
node_2890	01_AE.TH.2011.40436v14_07.KY580706	1412	268	 268	 1144	 0	 1412
node_2892	node_2894	9	9	 9	 0	 0	 9
node_2894	01_AE.TH.2011.40436v14_10.KY580709	1409	264	 264	 1148	 3	 1409
node_2893	01_AE.TH.2011.40436v14_01.KY580701	848	260	 260	 588	 0	 848
node_2889	01_AE.TH.2011.40436v14_06.KY580705	1859	411	 411	 1452	 4	 1859
node_2885	01_AE.TH.2011.40436v09_06.KY580698	1797	650	 650	 1148	 1	 1797
node_2886	01_AE.TH.2011.40436v09_13.MN792468	1049	409	 409	 640	 0	 1049
node_2889	01_AE.TH.2011.40436v09_04.KY580697	948	584	 585	 366	 3	 948
node_2879	node_2881	1	1	 1	 0	 0	 1
node_2892	node_2893	7	7	 7	 0	 0	 7
node_2897	node_2898	349	343	 349	 0	 0	 349
node_2891	01_AE.TH.2011.40436v14_02.KY580702	570	259	 259	 312	 1	 570
node_2891	01_AE.TH.2011.40436v14_09.KY580708	904	264	 264	 640	 0	 904
node_2884	01_AE.TH.2011.40436v02_08.KY580691	640	298	 298	 342	 0	 640
node_2882	01_AE.TH.2011.40436v02_01.KY580684	512	292	 292	 220	 0	 512
node_2893	01_AE.TH.2011.40436v14_03.KY580703	1215	259	 259	 958	 2	 1215
node_2896	node_2897	88	89	 88	 0	 0	 88
node_2890	node_2891	371	7	 7	 366	 2	 371
node_2888	node_2890	161	161	 161	 0	 0	 161
node_2894	node_2895	332	112	 112	 220	 0	 332
node_2888	node_2889	24	24	 24	 0	 0	 24
node_2885	node_2886	23	23	 23	 0	 0	 23
node_2887	node_2892	432	160	 160	 272	 0	 432
node_2877	node_2887	216	216	 216	 0	 0	 216
node_2887	node_2888	2	2	 2	 0	 0	 2
node_2886	01_AE.TH.2011.40436v09_01.KY580694	953	588	 588	 366	 1	 953
node_2895	01_AE.TH.2011.40436v14_11.KY580710	554	192	 192	 366	 4	 554
node_2900	node_2901	225	225	 225	 0	 0	 225
node_2898	node_2899	272	0	 0	 272	 0	 272
node_2901	01_AE.TH.2011.40436v09_03.KY580696	1790	422	 422	 1368	 0	 1790
node_2902	01_AE.TH.2011.40436v09_09.KY580700	504	504	 504	 0	 0	 504
node_2900	node_2902	156	156	 156	 0	 0	 156
node_2903	node_2904	796	156	 156	 640	 0	 796
node_2899	node_2900	744	713	 744	 0	 0	 744
node_2895	01_AE.TH.2011.40436v14_05.KY580704	736	155	 155	 584	 3	 736
node_2899	node_2903	634	268	 268	 366	 0	 634
node_2902	01_AE.TH.2010.40007v09_07.MN792019	2317	911	 939	 1434	 56	 2317
node_2901	01_AE.TH.2011.40436v14_08.KY580707	325	324	 325	 0	 0	 325
node_2904	01_AE.TH.2010.40007v09_10.MN792022	1257	135	 135	 1122	 0	 1257
node_2903	node_2905	156	156	 156	 0	 0	 156
node_2904	01_AE.TH.2010.40007v09_05.MN792017	133	133	 133	 0	 0	 133
node_2905	01_AE.TH.2010.40007v09_08.MN792020	710	134	 134	 576	 0	 710
node_2906	01_AE.TH.2010.40007v09_03.MN792015	1987	134	 134	 1854	 1	 1987
node_2907	node_2908	113	113	 113	 0	 0	 113
node_2905	node_2906	0	0	 0	 0	 0	 0
node_2906	01_AE.TH.2010.40007v09_02.MN792014	137	137	 137	 0	 0	 137
node_2898	node_2907	155	155	 155	 0	 0	 155
node_2908	node_2909	726	0	 0	 726	 0	 726
node_2909	01_AE.TH.2010.40007v09_06.MN792018	813	293	 293	 520	 0	 813
node_2909	01_AE.TH.2010.40007v09_12.MN792023	854	292	 292	 562	 0	 854
node_2910	01_AE.TH.2010.40007v09_09.MN792021	134	134	 134	 0	 0	 134
node_2908	node_2910	428	156	 156	 272	 0	 428
node_2910	node_2911	15	15	 15	 0	 0	 15
node_2911	01_AE.TH.2010.40007v14_02.MN792025	1767	161	 161	 1606	 0	 1767
node_2911	01_AE.TH.2010.40007v09_04.MN792016	547	240	 240	 310	 3	 547
node_2907	node_2912	15	15	 15	 0	 0	 15
node_2912	node_2914	468	158	 158	 310	 0	 468
node_2914	node_2915	815	106	 106	 710	 1	 815
node_2912	node_2913	2	2	 2	 0	 0	 2
node_2913	01_AE.TH.2010.40007v14_10.MN792032	1488	420	 420	 1068	 0	 1488
node_2913	01_AE.TH.2010.40007v14_03.MN792026	1141	407	 409	 734	 2	 1141
node_2914	01_AE.TH.2010.40007v14_01.MN792024	970	244	 244	 726	 0	 970
node_2915	01_AE.TH.2010.40007v14_11.MN792033	1104	146	 146	 958	 0	 1104
node_2897	node_2916	111	104	 111	 0	 0	 111
node_2915	01_AE.TH.2010.40007v14_04.MN792027	1218	172	 174	 1044	 0	 1218
node_2916	node_2917	514	157	 157	 366	 9	 514
node_2917	node_2918	452	424	 452	 0	 0	 452
node_2918	node_2920	0	0	 0	 0	 0	 0
node_2920	01_AE.TH.2010.40007v14_07.MN792029	778	410	 410	 368	 0	 778
node_2922	node_2923	225	5	 5	 220	 0	 225
node_2923	01_AE.TH.2010.2545436P000FL_Si.MK272388	1284	400	 400	 884	 0	 1284
node_2922	node_2924	11	11	 11	 0	 0	 11
node_2923	01_AE.TH.2010.2545436P000FL_Sk.MK272390	1135	401	 401	 734	 0	 1135
node_2924	node_2925	1136	289	 289	 848	 1	 1136
node_2917	node_2922	377	373	 377	 0	 0	 377
node_2918	node_2919	5	5	 5	 0	 0	 5
node_2924	01_AE.TH.2010.2545436P000FL_Sl.MK272391	1703	401	 401	 1302	 0	 1703
node_2931	node_2933	11	10	 11	 0	 0	 11
node_2920	node_2921	277	5	 5	 272	 0	 277
node_2925	01_AE.TH.2010.2545436P000FL_Sa.MG989521	112	112	 112	 0	 0	 112
node_2934	01_AE.TH.2008.AA013a02.JX446851	1123	425	 425	 698	 0	 1123
node_2921	01_AE.TH.2010.40007v14_06.MN792028	513	304	 304	 210	 1	 513
node_2928	01_AE.TH.2010.2545436P000FL_Sg.MK272387	290	290	 290	 0	 0	 290
node_2916	node_2926	8	8	 8	 0	 0	 8
node_2919	01_AE.TH.2010.40007v14_09.MN792031	790	422	 422	 368	 0	 790
node_2936	node_2937	284	296	 284	 0	 0	 284
node_2927	node_2928	0	0	 0	 0	 0	 0
node_2919	01_AE.TH.2010.40007v14_08.MN792030	2280	460	 460	 1822	 2	 2280
node_2921	01_AE.TH.2010.2545436P000FL_Sb.MK272383	1794	1164	 1230	 586	 22	 1794
node_2925	01_AE.TH.2010.2545436P000FL_Se.MK272385	114	114	 114	 0	 0	 114
node_2926	node_2927	903	639	 643	 272	 12	 903
node_2928	01_AE.TH.2010.2545436P000FL_Sd.MK272384	291	291	 291	 0	 0	 291
node_2927	node_2929	0	0	 0	 0	 0	 0
node_2929	01_AE.TH.2010.2545436P000FL_Sj.MK272389	290	290	 290	 0	 0	 290
node_2929	node_2930	187	183	 187	 0	 0	 187
node_2930	01_AE.TH.2010.2545436P000FL_Sf.MK272386	817	165	 169	 679	 31	 817
node_2930	01_AE.CN.2006.Fj064.EF036533	2249	1868	 2249	 0	 0	 2249
node_2926	node_2931	931	567	 600	 332	 1	 931
node_2931	node_2932	773	17	 18	 760	 5	 773
node_2932	01_AE.CN.2006.Fj062.EF036531	2480	2063	 2114	 392	 26	 2480
node_2932	01_AE.TH.2008.AA013a03.JX446849	927	423	 424	 521	 18	 927
node_2933	01_AE.TH.2008.AA013a04.JX446850	624	405	 405	 220	 1	 624
node_2933	node_2934	425	3	 3	 422	 0	 425
node_2934	01_AE.TH.2008.AA013a01.JX446852	1048	400	 400	 650	 2	 1048
node_2896	node_2935	222	223	 222	 0	 0	 222
node_2935	node_2936	114	102	 114	 0	 0	 114
